Transaction_ID,Customer_ID,Purchase_Date,Age,Gender,Location,Online_Offline,Online_Store,Category,Item_Purchased,Brand,Color,Size,Quantity,Purchase_Amount_,Discount_Pct,Festival_Sale,Shipping_Charge_,Delivery_Speed,Delivery_Time_Days,Subscription_Status,Payment_Method,Review_Rating,Return_Status,Previous_Purchases,Frequency_of_Purchases,Age_Group,Total_Purchase_Amount_,Net_Revenue_
TXN509628,CUST103068,2024-06-18,24,Female,Pune,Online,Myntra,Footwear,Sneakers,Nike,Green,9,2,11481,32,Regular Day,0,Express,3,No,UPI,4,Returned,1,Fortnightly,Gen Z (18-25),22962,22962
TXN501481,CUST100483,2024-06-18,51,Male,Chennai,Online,Amazon,Clothing,Jacket,Max,White,XL,1,445,59,Regular Day,49,Standard,7,No,UPI,4,Not Returned,0,Rarely,Gen X (41-60),445,494
TXN506463,CUST102131,2024-06-18,58,Female,Chandigarh,Online,Myntra,Footwear,Boots,Max,Yellow,8,2,2079,24,Regular Day,0,Standard,6,Yes,UPI,4,Not Returned,1,Monthly,Gen X (41-60),4158,4158
TXN503007,CUST100962,2024-06-18,53,Female,Noida,Online,Amazon,Footwear,Slippers,Roadster,Grey,10,2,2584,20,Regular Day,0,Standard,5,No,Wallet,5,Not Returned,16,Weekly,Gen X (41-60),5168,5168
TXN505989,CUST101948,2024-06-18,18,Male,Kolkata,Online,Ajio,Footwear,Running Shoes,H&M,Grey,7,1,1368,52,Regular Day,79,Standard,5,No,UPI,4,Not Returned,8,Weekly,Gen Z (18-25),1368,1447
TXN503148,CUST101009,2024-06-19,39,Male,Noida,Offline,N/A - Offline,Accessories,Watch,HRX,Brown,Not Applicable,1,408,49,Regular Day,0,N/A - Offline,0,Yes,UPI,3,Not Returned,2,Fortnightly,Millennials (26-40),408,408
TXN508185,CUST102641,2024-06-19,38,Female,Indore,Online,Myntra,Accessories,Bag,US Polo,Navy,Free Size,1,911,38,Regular Day,199,Standard,4,No,Wallet,4,Not Returned,4,Weekly,Millennials (26-40),911,1110
TXN506897,CUST102265,2024-06-19,21,Male,Indore,Online,Flipkart,Footwear,Boots,US Polo,Yellow,8,1,1940,39,Regular Day,79,Express,3,No,UPI,5,Not Returned,5,Fortnightly,Gen Z (18-25),1940,2019
TXN507855,CUST102547,2024-06-19,42,Female,Kolkata,Online,Ajio,Clothing,Dress,Levis,Red,XL,2,3500,37,Regular Day,79,Standard,7,No,UPI,3,Not Returned,3,Fortnightly,Gen X (41-60),7000,7079
TXN506621,CUST102180,2024-06-19,47,Male,Bhubaneswar,Offline,N/A - Offline,Accessories,Belt,Bata,Blue,Not Applicable,1,634,26,Regular Day,0,N/A - Offline,0,No,Wallet,3,Not Returned,3,Fortnightly,Gen X (41-60),634,634
TXN500104,CUST100024,2024-06-19,50,Male,Chennai,Online,Meesho,Footwear,Sneakers,Campus,Red,9,1,544,51,Regular Day,0,Express,3,Yes,Wallet,4,Not Returned,6,Weekly,Gen X (41-60),544,544
TXN501928,CUST100628,2024-06-19,39,Male,Patna,Online,Flipkart,Clothing,Kurta,Max,Navy,M,1,301,34,Regular Day,0,Standard,8,No,Debit Card,3,Not Returned,1,Monthly,Millennials (26-40),301,301
TXN500524,CUST100128,2024-06-19,42,Male,Chandigarh,Offline,N/A - Offline,Clothing,T-shirt,Allen Solly,Navy,XL,3,3986,48,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,11,Weekly,Gen X (41-60),11958,11958
TXN503638,CUST101168,2024-06-19,59,Female,Pune,Online,Myntra,Clothing,Saree,Levis,Red,S,1,2350,24,Regular Day,0,Standard,5,Yes,Credit Card,5,Not Returned,5,Weekly,Gen X (41-60),2350,2350
TXN501595,CUST100516,2024-06-19,55,Male,Delhi,Online,Myntra,Footwear,Sneakers,H&M,Beige,11,1,1531,29,Regular Day,49,Standard,8,No,Debit Card,5,Returned,0,Quarterly,Gen X (41-60),1531,1580
TXN503311,CUST101069,2024-06-20,18,Male,Bangalore,Online,Myntra,Clothing,Shirt,Max,Beige,XL,1,480,63,Regular Day,199,Express,3,No,UPI,5,Not Returned,6,Fortnightly,Gen Z (18-25),480,679
TXN501604,CUST100517,2024-06-20,20,Male,Patna,Offline,N/A - Offline,Footwear,Sneakers,Max,Green,9,1,612,30,Regular Day,0,N/A - Offline,0,Yes,Credit Card,5,Not Returned,6,Weekly,Gen Z (18-25),612,612
TXN504795,CUST101594,2024-06-20,47,Female,Pune,Online,Ajio,Footwear,Slippers,H&M,Navy,10,2,3149,29,Regular Day,0,Express,3,No,Debit Card,4,Returned,4,Fortnightly,Gen X (41-60),6298,6298
TXN508692,CUST102793,2024-06-20,40,Female,Indore,Offline,N/A - Offline,Clothing,Trousers,Levis,Pink,M,1,2712,48,Regular Day,0,N/A - Offline,0,No,UPI,5,Returned,4,Fortnightly,Millennials (26-40),2712,2712
TXN501079,CUST100329,2024-06-20,41,Male,Visakhapatnam,Online,Flipkart,Clothing,T-shirt,H&M,Pink,M,1,1511,54,Regular Day,149,Standard,5,No,Wallet,4,Returned,2,Fortnightly,Gen X (41-60),1511,1660
TXN508906,CUST102847,2024-06-20,34,Male,Chennai,Online,Ajio,Clothing,Shirt,Levis,Red,M,1,3980,20,Regular Day,0,Standard,8,Yes,Debit Card,4,Not Returned,2,Monthly,Millennials (26-40),3980,3980
TXN504698,CUST101569,2024-06-20,59,Female,Lucknow,Online,Amazon,Clothing,Kurta,Puma,Beige,L,1,2427,24,Regular Day,0,Standard,5,No,UPI,4,Not Returned,1,Monthly,Gen X (41-60),2427,2427
TXN504059,CUST101339,2024-06-20,35,Male,Chennai,Online,Meesho,Accessories,Backpack,Max,Brown,Free Size,1,238,68,Regular Day,0,Standard,4,Yes,Cash on Delivery,5,Not Returned,8,Weekly,Millennials (26-40),238,238
TXN508194,CUST102647,2024-06-20,51,Male,Chennai,Online,Flipkart,Accessories,Belt,H&M,Grey,Not Applicable,1,693,38,Regular Day,0,Standard,6,No,Debit Card,3,Not Returned,1,Fortnightly,Gen X (41-60),693,693
TXN503008,CUST100962,2024-06-20,53,Female,Noida,Online,Flipkart,Accessories,Bag,H&M,Black,Free Size,1,1123,25,Regular Day,79,Express,3,No,Net Banking,3,Not Returned,17,Weekly,Gen X (41-60),1123,1202
TXN501858,CUST100605,2024-06-20,40,Female,Chandigarh,Online,Flipkart,Clothing,Saree,Allen Solly,Brown,XL,3,1872,61,Regular Day,0,Standard,4,No,UPI,4,Not Returned,2,Monthly,Millennials (26-40),5616,5616
TXN507773,CUST102521,2024-06-20,19,Female,Delhi,Online,Myntra,Clothing,Saree,HRX,Green,L,1,552,34,Regular Day,199,Standard,4,No,UPI,5,Not Returned,1,Fortnightly,Gen Z (18-25),552,751
TXN501114,CUST100337,2024-06-20,31,Female,Delhi,Online,Amazon,Accessories,Cap,Roadster,Black,Free Size,3,2561,20,Regular Day,0,Express,3,Yes,Credit Card,5,Not Returned,4,Fortnightly,Millennials (26-40),7683,7683
TXN508215,CUST102653,2024-06-21,33,Female,Pune,Online,Meesho,Accessories,Backpack,Roadster,White,Free Size,1,1181,63,Regular Day,0,Same Day,1,Yes,Credit Card,4,Not Returned,9,Weekly,Millennials (26-40),1181,1181
TXN508046,CUST102603,2024-06-21,41,Female,Kolkata,Online,Amazon,Footwear,Slippers,Zara,Red,10,1,4480,49,Regular Day,79,Standard,7,No,Net Banking,2,Returned,1,Fortnightly,Gen X (41-60),4480,4559
TXN501693,CUST100551,2024-06-21,34,Male,Noida,Offline,N/A - Offline,Accessories,Socks,Bata,Black,Free Size,3,2270,39,Regular Day,0,N/A - Offline,0,No,Debit Card,3,Not Returned,1,Fortnightly,Millennials (26-40),6810,6810
TXN503194,CUST101018,2024-06-21,19,Female,Hyderabad,Online,Amazon,Clothing,Saree,US Polo,Yellow,S,1,867,68,Regular Day,199,Standard,4,No,UPI,5,Returned,21,Weekly,Gen Z (18-25),867,1066
TXN505500,CUST101785,2024-06-21,28,Female,Bangalore,Offline,N/A - Offline,Clothing,Saree,Nike,Yellow,S,2,2076,63,Regular Day,0,N/A - Offline,0,No,Wallet,4,Not Returned,7,Weekly,Millennials (26-40),4152,4152
TXN502642,CUST100860,2024-06-21,58,Female,Chennai,Online,Ajio,Footwear,Sandals,Bata,Blue,8,2,3863,25,Regular Day,0,Standard,4,Yes,UPI,4,Not Returned,1,Monthly,Gen X (41-60),7726,7726
TXN508734,CUST102805,2024-06-21,58,Female,Visakhapatnam,Online,Ajio,Clothing,Kurta,Bewakoof,Black,M,2,1050,33,Regular Day,0,Standard,4,No,UPI,4,Not Returned,0,Quarterly,Gen X (41-60),2100,2100
TXN502018,CUST100649,2024-06-21,53,Male,Chennai,Online,Flipkart,Footwear,Sneakers,US Polo,Pink,6,1,1565,43,Regular Day,99,Express,4,No,Credit Card,3,Not Returned,19,Weekly,Gen X (41-60),1565,1664
TXN503472,CUST101113,2024-06-21,30,Male,Hyderabad,Online,Myntra,Clothing,Shorts,HRX,Black,XL,3,1523,63,Regular Day,79,Express,2,No,UPI,4,Not Returned,10,Weekly,Millennials (26-40),4569,4648
TXN503994,CUST101320,2024-06-22,22,Female,Delhi,Online,Amazon,Clothing,Kurta,Bewakoof,Navy,S,1,340,50,Regular Day,0,Standard,5,No,UPI,4,Not Returned,4,Fortnightly,Gen Z (18-25),340,340
TXN501166,CUST100350,2024-06-22,40,Female,Ahmedabad,Online,Myntra,Clothing,Dress,Bewakoof,Red,XL,1,583,23,Regular Day,0,Standard,8,No,Debit Card,5,Returned,11,Weekly,Millennials (26-40),583,583
TXN504721,CUST101575,2024-06-22,31,Male,Bangalore,Offline,N/A - Offline,Footwear,Boots,Max,Green,11,1,801,36,Regular Day,0,N/A - Offline,0,No,Net Banking,5,Not Returned,5,Fortnightly,Millennials (26-40),801,801
TXN504790,CUST101593,2024-06-22,18,Female,Mumbai,Online,Meesho,Accessories,Sunglasses,HRX,Beige,Not Applicable,1,306,58,Regular Day,79,Express,2,No,Cash on Delivery,5,Not Returned,2,Monthly,Gen Z (18-25),306,385
TXN509108,CUST102909,2024-06-22,32,Male,Jaipur,Offline,N/A - Offline,Footwear,Sneakers,HRX,Blue,8,1,623,32,Regular Day,0,N/A - Offline,0,No,Cash on Delivery,4,Not Returned,4,Fortnightly,Millennials (26-40),623,623
TXN503294,CUST101061,2024-06-22,46,Male,Delhi,Online,Amazon,Footwear,Slippers,Bata,White,11,1,1359,65,Regular Day,199,Standard,7,No,UPI,3,Not Returned,0,Monthly,Gen X (41-60),1359,1558
TXN501172,CUST100353,2024-06-22,36,Female,Bangalore,Online,Amazon,Footwear,Slippers,US Polo,Navy,11,1,1774,62,Regular Day,0,Standard,5,Yes,UPI,4,Not Returned,1,Quarterly,Millennials (26-40),1774,1774
TXN508216,CUST102653,2024-06-22,33,Female,Pune,Online,Amazon,Accessories,Belt,Roadster,White,Not Applicable,1,898,45,Regular Day,0,Standard,8,Yes,UPI,4,Not Returned,10,Weekly,Millennials (26-40),898,898
TXN502366,CUST100761,2024-06-22,41,Male,Chennai,Online,Flipkart,Footwear,Boots,H&M,Red,9,1,1690,26,Regular Day,0,Express,3,Yes,UPI,4,Not Returned,6,Weekly,Gen X (41-60),1690,1690
TXN500504,CUST100122,2024-06-22,45,Female,Hyderabad,Offline,N/A - Offline,Footwear,Boots,Campus,Grey,11,1,680,31,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,10,Weekly,Gen X (41-60),680,680
TXN504633,CUST101548,2024-06-22,38,Female,Kolkata,Online,Amazon,Clothing,Jeans,HRX,Yellow,M,1,398,70,Regular Day,149,Standard,8,No,Debit Card,4,Not Returned,0,Rarely,Millennials (26-40),398,547
TXN501453,CUST100473,2024-06-22,37,Female,Nagpur,Online,Flipkart,Footwear,Boots,Max,Beige,9,3,2037,46,Regular Day,0,Standard,4,Yes,Wallet,5,Not Returned,1,Quarterly,Millennials (26-40),6111,6111
TXN509722,CUST103100,2024-06-23,33,Female,Hyderabad,Online,Myntra,Clothing,Kurta,Allen Solly,Pink,L,1,996,68,Regular Day,99,Standard,4,No,Net Banking,5,Not Returned,0,Quarterly,Millennials (26-40),996,1095
TXN507695,CUST102505,2024-06-23,22,Male,Kolkata,Offline,N/A - Offline,Clothing,Hoodie,HRX,Black,L,1,422,36,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,6,Fortnightly,Gen Z (18-25),422,422
TXN506816,CUST102229,2024-06-23,59,Female,Kochi,Offline,N/A - Offline,Clothing,Kurta,Bewakoof,Red,S,1,366,43,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,7,Weekly,Gen X (41-60),366,366
TXN500741,CUST100198,2024-06-23,32,Female,Hyderabad,Offline,N/A - Offline,Footwear,Sandals,Roadster,Red,6,2,3196,50,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,14,Weekly,Millennials (26-40),6392,6392
TXN505663,CUST101840,2024-06-23,35,Male,Delhi,Online,Amazon,Accessories,Wallet,HRX,Grey,Not Applicable,3,828,43,Regular Day,0,Standard,8,No,Net Banking,4,Not Returned,3,Fortnightly,Millennials (26-40),2484,2484
TXN501107,CUST100336,2024-06-23,58,Male,Delhi,Online,Myntra,Clothing,Shorts,Puma,Grey,M,1,2802,58,Regular Day,0,Standard,4,No,Debit Card,4,Not Returned,7,Weekly,Gen X (41-60),2802,2802
TXN504683,CUST101563,2024-06-23,56,Female,Mumbai,Online,Amazon,Clothing,Dress,Levis,Yellow,M,1,3257,65,Regular Day,0,Standard,6,No,Wallet,4,Not Returned,4,Fortnightly,Gen X (41-60),3257,3257
TXN506096,CUST101998,2024-06-23,29,Female,Pune,Offline,N/A - Offline,Clothing,Dress,Puma,Red,M,1,2430,37,Regular Day,0,N/A - Offline,0,No,UPI,3,Not Returned,6,Fortnightly,Millennials (26-40),2430,2430
TXN501282,CUST100392,2024-06-23,33,Male,Mumbai,Online,Amazon,Footwear,Formal Shoes,Bata,Blue,9,1,855,46,Regular Day,0,Standard,8,No,UPI,4,Not Returned,7,Fortnightly,Millennials (26-40),855,855
TXN501690,CUST100550,2024-06-23,51,Female,Kochi,Online,Flipkart,Clothing,Shorts,Puma,Brown,XL,1,2243,26,Regular Day,199,Standard,6,No,UPI,3,Not Returned,4,Fortnightly,Gen X (41-60),2243,2442
TXN508264,CUST102666,2024-06-24,28,Male,Bangalore,Online,Flipkart,Footwear,Slippers,Puma,Blue,10,1,3712,21,Regular Day,0,Express,3,Yes,UPI,4,Not Returned,3,Fortnightly,Millennials (26-40),3712,3712
TXN506257,CUST102064,2024-06-24,42,Male,Kolkata,Online,Shein,Clothing,Jacket,Puma,Grey,XS,1,2831,39,Regular Day,0,Express,4,No,Debit Card,5,Not Returned,6,Fortnightly,Gen X (41-60),2831,2831
TXN501596,CUST100516,2024-06-24,55,Male,Delhi,Online,Flipkart,Accessories,Cap,US Polo,Pink,Free Size,2,1448,65,Regular Day,0,Standard,5,No,UPI,5,Not Returned,1,Quarterly,Gen X (41-60),2896,2896
TXN506176,CUST102041,2024-06-24,55,Male,Visakhapatnam,Online,Flipkart,Accessories,Cap,Allen Solly,Blue,Free Size,1,741,25,Regular Day,199,Standard,4,No,UPI,5,Not Returned,0,Monthly,Gen X (41-60),741,940
TXN509229,CUST102945,2024-06-24,22,Male,Pune,Offline,N/A - Offline,Accessories,Belt,HRX,Pink,Not Applicable,1,194,37,Regular Day,0,N/A - Offline,0,No,UPI,5,Returned,7,Fortnightly,Gen Z (18-25),194,194
TXN509230,CUST102945,2024-06-24,22,Male,Pune,Online,Amazon,Footwear,Boots,Max,Green,6,1,680,58,Regular Day,199,Standard,8,No,UPI,5,Not Returned,8,Fortnightly,Gen Z (18-25),680,879
TXN501526,CUST100497,2024-06-25,33,Male,Bangalore,Online,Ajio,Accessories,Belt,Roadster,White,Not Applicable,1,1282,34,Regular Day,79,Express,2,No,Debit Card,3,Not Returned,6,Monthly,Millennials (26-40),1282,1361
TXN507533,CUST102459,2024-06-25,20,Female,Delhi,Online,Amazon,Clothing,Hoodie,US Polo,White,L,1,1233,38,Regular Day,199,Standard,8,No,Credit Card,3,Not Returned,1,Quarterly,Gen Z (18-25),1233,1432
TXN506520,CUST102147,2024-06-25,57,Female,Lucknow,Offline,N/A - Offline,Clothing,Hoodie,Levis,Green,L,1,2018,24,Regular Day,0,N/A - Offline,0,Yes,UPI,3,Returned,0,Fortnightly,Gen X (41-60),2018,2018
TXN508241,CUST102659,2024-06-25,24,Male,Ahmedabad,Online,Amazon,Accessories,Belt,Bewakoof,Black,Not Applicable,1,291,47,Regular Day,0,Standard,8,No,UPI,3,Not Returned,7,Weekly,Gen Z (18-25),291,291
TXN500722,CUST100195,2024-06-25,21,Male,Bangalore,Online,Shein,Clothing,Shorts,HRX,Black,S,1,528,58,Regular Day,49,Express,2,No,UPI,5,Not Returned,8,Weekly,Gen Z (18-25),528,577
TXN503846,CUST101262,2024-06-25,36,Male,Mumbai,Online,Flipkart,Clothing,T-shirt,Nike,Grey,M,3,8629,69,Regular Day,149,Standard,8,No,UPI,2,Returned,8,Weekly,Millennials (26-40),25887,26036
TXN508191,CUST102645,2024-06-25,18,Male,Ahmedabad,Online,Meesho,Clothing,Trousers,Nike,Black,M,1,1998,68,Regular Day,149,Express,3,No,UPI,4,Not Returned,0,Rarely,Gen Z (18-25),1998,2147
TXN507596,CUST102483,2024-06-25,31,Male,Mumbai,Online,Myntra,Clothing,Shorts,Puma,Brown,L,1,1760,61,Regular Day,0,Express,4,No,Cash on Delivery,2,Returned,1,Fortnightly,Millennials (26-40),1760,1760
TXN503725,CUST101206,2024-06-25,39,Male,Ahmedabad,Online,Shein,Clothing,Shirt,Levis,Grey,L,1,2375,68,Regular Day,0,Standard,8,No,Net Banking,4,Returned,0,Monthly,Millennials (26-40),2375,2375
TXN509018,CUST102881,2024-06-26,27,Female,Jaipur,Online,Ajio,Clothing,Saree,Levis,Navy,M,1,2176,31,Regular Day,0,Standard,4,No,Credit Card,4,Not Returned,14,Weekly,Millennials (26-40),2176,2176
TXN502348,CUST100756,2024-06-26,48,Male,Hyderabad,Online,Myntra,Clothing,Shirt,Levis,Red,XL,1,2848,30,Regular Day,0,Express,2,Yes,UPI,4,Not Returned,3,Fortnightly,Gen X (41-60),2848,2848
TXN502367,CUST100761,2024-06-26,41,Male,Chennai,Online,Shein,Clothing,Jeans,Bewakoof,Brown,M,1,495,27,Regular Day,0,Standard,8,Yes,UPI,2,Returned,7,Weekly,Gen X (41-60),495,495
TXN509258,CUST102954,2024-06-26,29,Male,Chennai,Online,Myntra,Footwear,Running Shoes,Nike,Grey,10,1,3904,22,Regular Day,49,Standard,7,No,Credit Card,3,Returned,2,Fortnightly,Millennials (26-40),3904,3953
TXN506411,CUST102106,2024-06-26,50,Male,Noida,Offline,N/A - Offline,Clothing,Shirt,H&M,White,M,1,684,37,Regular Day,0,N/A - Offline,0,No,Cash on Delivery,4,Not Returned,7,Weekly,Gen X (41-60),684,684
TXN507971,CUST102583,2024-06-26,45,Male,Delhi,Online,Myntra,Footwear,Formal Shoes,Zara,Grey,11,1,5808,65,Regular Day,0,Express,3,No,UPI,5,Not Returned,9,Weekly,Gen X (41-60),5808,5808
TXN506785,CUST102219,2024-06-26,26,Female,Pune,Online,Amazon,Accessories,Bag,Bata,Blue,Free Size,4,2803,38,Regular Day,0,Standard,8,No,UPI,4,Not Returned,4,Fortnightly,Millennials (26-40),11212,11212
TXN509356,CUST102979,2024-06-26,37,Male,Lucknow,Online,Myntra,Clothing,Shirt,Zara,Brown,S,1,2150,67,Regular Day,149,Standard,7,No,UPI,4,Not Returned,1,Quarterly,Millennials (26-40),2150,2299
TXN507593,CUST102482,2024-06-26,25,Female,Mumbai,Online,Ajio,Accessories,Bag,Levis,Red,Free Size,2,4253,63,Regular Day,0,Express,2,No,Credit Card,3,Not Returned,5,Fortnightly,Gen Z (18-25),8506,8506
TXN505117,CUST101682,2024-06-26,19,Male,Nagpur,Online,Myntra,Clothing,Shirt,Zara,Beige,M,1,2175,49,Regular Day,199,Express,4,No,UPI,5,Not Returned,7,Weekly,Gen Z (18-25),2175,2374
TXN505629,CUST101830,2024-06-26,32,Female,Jaipur,Online,Meesho,Clothing,Kurta,Bewakoof,Red,M,3,1310,38,Regular Day,0,Express,4,No,EMI,4,Not Returned,5,Fortnightly,Millennials (26-40),3930,3930
TXN507212,CUST102360,2024-06-26,45,Male,Pune,Offline,N/A - Offline,Accessories,Belt,Allen Solly,Navy,Not Applicable,4,3626,35,Regular Day,0,N/A - Offline,0,No,Wallet,4,Not Returned,8,Weekly,Gen X (41-60),14504,14504
TXN503155,CUST101011,2024-06-26,51,Female,Delhi,Online,Ajio,Footwear,Formal Shoes,Bata,Blue,6,2,2219,48,Regular Day,0,Standard,8,No,UPI,4,Not Returned,2,Fortnightly,Gen X (41-60),4438,4438
TXN509599,CUST103060,2024-06-27,28,Female,Pune,Online,Flipkart,Accessories,Bag,Bewakoof,Black,Free Size,3,912,24,Regular Day,0,Express,2,No,UPI,2,Not Returned,2,Monthly,Millennials (26-40),2736,2736
TXN505277,CUST101726,2024-06-27,57,Male,Hyderabad,Online,Ajio,Clothing,Shorts,HRX,Beige,S,1,494,57,Regular Day,0,Express,3,Yes,UPI,5,Not Returned,0,Quarterly,Gen X (41-60),494,494
TXN507580,CUST102478,2024-06-27,21,Male,Pune,Online,Meesho,Clothing,Shorts,Roadster,Pink,S,1,1190,66,Regular Day,0,Express,4,Yes,UPI,5,Not Returned,13,Weekly,Gen Z (18-25),1190,1190
TXN505501,CUST101785,2024-06-27,28,Female,Bangalore,Online,Flipkart,Footwear,Running Shoes,Campus,Brown,8,4,2520,37,Regular Day,199,Standard,8,No,Debit Card,3,Not Returned,8,Weekly,Millennials (26-40),10080,10279
TXN508854,CUST102832,2024-06-27,30,Female,Kochi,Offline,N/A - Offline,Clothing,Dress,US Polo,Black,S,2,2548,64,Regular Day,0,N/A - Offline,0,Yes,Debit Card,5,Not Returned,7,Weekly,Millennials (26-40),5096,5096
TXN503766,CUST101230,2024-06-27,52,Male,Chennai,Online,Meesho,Clothing,Jacket,Puma,Navy,XS,1,1218,26,Regular Day,0,Standard,4,Yes,Debit Card,4,Not Returned,4,Fortnightly,Gen X (41-60),1218,1218
TXN506132,CUST102017,2024-06-27,48,Male,Bangalore,Offline,N/A - Offline,Clothing,Jacket,US Polo,Navy,L,2,2447,27,Regular Day,0,N/A - Offline,0,No,UPI,5,Not Returned,0,Monthly,Gen X (41-60),4894,4894
TXN501397,CUST100442,2024-06-27,23,Female,Hyderabad,Online,Myntra,Clothing,Kurta,Allen Solly,Brown,L,1,998,61,Regular Day,0,Express,3,No,Credit Card,4,Not Returned,3,Fortnightly,Gen Z (18-25),998,998
TXN509133,CUST102918,2024-06-27,53,Female,Noida,Online,Myntra,Accessories,Bag,HRX,White,Free Size,2,574,37,Regular Day,79,Same Day,1,No,Cash on Delivery,4,Not Returned,2,Fortnightly,Gen X (41-60),1148,1227
TXN500420,CUST100099,2024-06-27,23,Female,Gurgaon,Online,Meesho,Clothing,Saree,Nike,Brown,L,1,2744,65,Regular Day,0,Standard,4,No,UPI,3,Not Returned,4,Monthly,Gen Z (18-25),2744,2744
TXN502704,CUST100873,2024-06-28,23,Male,Pune,Online,Amazon,Footwear,Slippers,HRX,Blue,6,1,854,59,Regular Day,149,Express,3,No,UPI,4,Not Returned,9,Weekly,Gen Z (18-25),854,1003
TXN506458,CUST102129,2024-06-28,31,Female,Visakhapatnam,Online,Shein,Accessories,Bag,Levis,Green,Free Size,1,1953,66,Regular Day,79,Standard,8,No,Wallet,4,Not Returned,2,Fortnightly,Millennials (26-40),1953,2032
TXN509387,CUST102990,2024-06-28,37,Male,Lucknow,Online,Shein,Clothing,Shorts,Bewakoof,Grey,M,1,276,21,Regular Day,199,Standard,7,No,UPI,5,Not Returned,2,Fortnightly,Millennials (26-40),276,475
TXN505547,CUST101798,2024-06-28,38,Female,Mumbai,Offline,N/A - Offline,Clothing,Kurta,Zara,Brown,L,1,2972,67,Regular Day,0,N/A - Offline,0,Yes,UPI,5,Returned,7,Weekly,Millennials (26-40),2972,2972
TXN509288,CUST102967,2024-06-28,27,Male,Chennai,Online,Flipkart,Accessories,Cap,Bata,Grey,Free Size,1,876,36,Regular Day,149,Express,2,No,UPI,4,Not Returned,1,Quarterly,Millennials (26-40),876,1025
TXN501925,CUST100626,2024-06-28,32,Female,Bhubaneswar,Online,Flipkart,Accessories,Belt,Bewakoof,Green,Not Applicable,4,1215,22,Regular Day,79,Standard,8,Yes,Cash on Delivery,2,Returned,3,Monthly,Millennials (26-40),4860,4939
TXN505673,CUST101842,2024-06-28,52,Male,Bangalore,Online,Meesho,Footwear,Boots,HRX,Green,10,1,466,70,Regular Day,0,Standard,5,Yes,Cash on Delivery,5,Not Returned,6,Weekly,Gen X (41-60),466,466
TXN502368,CUST100761,2024-06-28,41,Male,Chennai,Online,Myntra,Clothing,Hoodie,Puma,Black,XS,1,2490,44,Regular Day,0,Standard,7,Yes,UPI,4,Returned,8,Weekly,Gen X (41-60),2490,2490
TXN508982,CUST102868,2024-06-28,54,Female,Ahmedabad,Online,Myntra,Clothing,Dress,H&M,Pink,S,1,1034,47,Regular Day,0,Standard,4,No,UPI,5,Not Returned,2,Monthly,Gen X (41-60),1034,1034
TXN507489,CUST102445,2024-06-29,55,Male,Visakhapatnam,Offline,N/A - Offline,Accessories,Watch,Puma,Pink,Not Applicable,2,3640,59,Regular Day,0,N/A - Offline,0,Yes,Credit Card,4,Not Returned,2,Fortnightly,Gen X (41-60),7280,7280
TXN505484,CUST101782,2024-06-29,18,Female,Noida,Offline,N/A - Offline,Clothing,Shorts,Puma,White,M,1,920,36,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,2,Weekly,Gen Z (18-25),920,920
TXN506924,CUST102273,2024-06-29,37,Male,Kolkata,Online,Myntra,Accessories,Belt,Levis,Beige,Not Applicable,2,2933,64,Regular Day,0,Express,4,No,Wallet,4,Not Returned,3,Monthly,Millennials (26-40),5866,5866
TXN509816,CUST103131,2024-06-29,37,Female,Pune,Online,Myntra,Clothing,Kurta,Bewakoof,Green,S,2,843,41,Regular Day,0,Standard,5,Yes,Credit Card,4,Not Returned,2,Monthly,Millennials (26-40),1686,1686
TXN504609,CUST101535,2024-06-29,19,Female,Chennai,Online,Myntra,Accessories,Cap,Zara,White,Free Size,1,1957,60,Regular Day,0,Standard,7,No,Cash on Delivery,4,Not Returned,1,Monthly,Gen Z (18-25),1957,1957
TXN506817,CUST102229,2024-06-29,59,Female,Kochi,Online,Myntra,Clothing,Saree,Bewakoof,Black,M,1,1370,30,Regular Day,0,Standard,5,No,Credit Card,4,Not Returned,8,Weekly,Gen X (41-60),1370,1370
TXN504049,CUST101338,2024-06-29,50,Male,Bangalore,Online,Amazon,Clothing,Shirt,Zara,White,XL,1,2136,36,Regular Day,0,Standard,4,No,EMI,4,Not Returned,4,Weekly,Gen X (41-60),2136,2136
TXN508583,CUST102762,2024-06-29,33,Female,Mumbai,Offline,N/A - Offline,Clothing,Saree,Nike,Beige,S,1,2710,44,Regular Day,0,N/A - Offline,0,Yes,Debit Card,3,Not Returned,4,Weekly,Millennials (26-40),2710,2710
TXN504707,CUST101570,2024-06-29,21,Female,Nagpur,Online,Flipkart,Accessories,Sunglasses,H&M,Brown,Not Applicable,1,854,37,Regular Day,0,Standard,8,Yes,UPI,3,Not Returned,7,Weekly,Gen Z (18-25),854,854
TXN500131,CUST100030,2024-06-29,36,Male,Pune,Offline,N/A - Offline,Accessories,Belt,Bata,Red,Not Applicable,1,890,50,Regular Day,0,N/A - Offline,0,No,UPI,5,Not Returned,0,Quarterly,Millennials (26-40),890,890
